Conversation_ID,Date,Time,Agent_name,Department,Answered (Y/N),Resolved,Respond_time,Avg_handeling_time,Satisfaction rating
ID0808,2016-01-14,16:39:00,Greg,Television,Y,Y,19.0,392,3.0
ID0805,2016-01-14,16:27:00,Diane,Washing Machine,Y,Y,21.0,100,4.0
ID0806,2016-01-14,16:27:00,Dan,Television,Y,Y,66.0,343,2.0
ID0803,2016-01-14,15:54:00,Stewart,Television,N,N,66.0,219,0.0
ID0804,2016-01-14,15:54:00,Joe,Air Conditioner,N,N,71.0,226,0.0
ID0801,2016-01-14,15:51:00,Diane,Television,N,N,64.0,221,0.0
ID0802,2016-01-14,15:51:00,Martha,Fridge,N,N,71.0,226,0.0
ID0799,2016-01-14,15:20:00,Becky,Television,Y,Y,107.0,99,4.0
ID0800,2016-01-14,15:20:00,Martha,Fridge,N,N,71.0,226,0.0
ID0797,2016-01-14,14:57:00,Dan,Toaster,Y,Y,124.0,393,3.0
ID0798,2016-01-14,14:57:00,Becky,Air Conditioner,Y,Y,28.0,252,3.0
ID0795,2016-01-14,14:38:00,Joe,Air Conditioner,Y,Y,10.0,417,4.0
ID0796,2016-01-14,14:38:00,Jim,Toaster,Y,Y,76.0,287,5.0
ID0793,2016-01-14,14:09:00,Martha,Fridge,Y,Y,32.0,252,2.0
ID0794,2016-01-14,14:09:00,Dan,Washing Machine,Y,Y,68.0,315,3.0
ID0791,2016-01-14,13:35:00,Dan,Fridge,Y,Y,109.0,38,4.0
ID0792,2016-01-14,13:35:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID0789,2016-01-14,13:30:00,Martha,Air Conditioner,Y,Y,18.0,110,3.0
ID0790,2016-01-14,13:30:00,Diane,Washing Machine,Y,Y,86.0,273,5.0
ID0787,2016-01-14,13:01:00,Dan,Air Conditioner,Y,Y,101.0,370,3.0
ID0788,2016-01-14,13:01:00,Joe,Washing Machine,Y,Y,72.0,358,3.0
ID0785,2016-01-14,12:43:00,Joe,Television,Y,Y,81.0,115,3.0
ID0786,2016-01-14,12:43:00,Martha,Washing Machine,Y,N,49.0,381,5.0
ID0783,2016-01-14,12:33:00,Jim,Toaster,Y,Y,43.0,234,4.0
ID0784,2016-01-14,12:33:00,Becky,Toaster,Y,Y,68.0,109,4.0
ID0781,2016-01-14,12:11:00,Joe,Air Conditioner,Y,Y,100.0,324,2.0
ID0782,2016-01-14,12:11:00,Diane,Fridge,Y,Y,12.0,379,4.0
ID0779,2016-01-14,12:05:00,Greg,Air Conditioner,N,N,67.0,228,0.0
ID0780,2016-01-14,12:05:00,Greg,Television,Y,Y,35.0,264,5.0
ID0777,2016-01-14,12:01:00,Jim,Air Conditioner,Y,Y,26.0,401,1.0
ID0778,2016-01-14,12:01:00,Joe,Toaster,Y,Y,107.0,382,3.0
ID0775,2016-01-14,11:35:00,Stewart,Toaster,Y,Y,17.0,253,4.0
ID0776,2016-01-14,11:35:00,Joe,Air Conditioner,Y,Y,102.0,178,4.0
ID0773,2016-01-14,11:32:00,Martha,Air Conditioner,Y,Y,85.0,124,4.0
ID0774,2016-01-14,11:32:00,Joe,Television,Y,Y,18.0,278,5.0
ID0771,2016-01-14,11:19:00,Becky,Washing Machine,Y,Y,41.0,243,2.0
ID0772,2016-01-14,11:19:00,Greg,Washing Machine,Y,Y,53.0,278,2.0
ID0769,2016-01-14,10:53:00,Martha,Toaster,Y,Y,124.0,304,4.0
ID0770,2016-01-14,10:53:00,Jim,Television,Y,Y,116.0,408,2.0
ID0767,2016-01-14,10:01:00,Stewart,Air Conditioner,Y,Y,31.0,56,4.0
ID0768,2016-01-14,10:01:00,Dan,Television,N,N,67.0,237,0.0
ID0765,2016-01-14,09:24:00,Greg,Fridge,Y,Y,86.0,200,2.0
ID0766,2016-01-14,09:24:00,Jim,Toaster,Y,Y,51.0,128,4.0
ID0763,2016-01-14,09:17:00,Jim,Air Conditioner,N,N,67.0,231,0.0
ID0764,2016-01-14,09:17:00,Dan,Air Conditioner,Y,Y,25.0,273,4.0
ID0761,2016-01-14,09:14:00,Joe,Air Conditioner,Y,Y,114.0,37,4.0
ID0762,2016-01-14,09:14:00,Jim,Toaster,Y,Y,53.0,261,5.0
ID0759,2016-01-14,09:02:00,Martha,Air Conditioner,Y,Y,57.0,288,4.0
ID0760,2016-01-14,09:02:00,Stewart,Television,Y,Y,14.0,71,5.0
ID0757,2016-01-13,17:58:00,Diane,Air Conditioner,Y,Y,123.0,268,3.0
ID0758,2016-01-13,17:58:00,Becky,Washing Machine,Y,Y,82.0,150,5.0
ID0755,2016-01-13,15:40:00,Greg,Fridge,Y,Y,98.0,308,5.0
ID0756,2016-01-13,15:40:00,Diane,Washing Machine,Y,Y,28.0,63,2.0
ID0753,2016-01-13,15:34:00,Stewart,Air Conditioner,N,N,66.0,219,0.0
ID0754,2016-01-13,15:34:00,Dan,Air Conditioner,Y,Y,23.0,253,5.0
ID0751,2016-01-13,15:27:00,Stewart,Washing Machine,Y,Y,12.0,131,2.0
ID0752,2016-01-13,15:27:00,Martha,Fridge,Y,Y,90.0,392,4.0
ID0749,2016-01-13,15:14:00,Diane,Air Conditioner,Y,Y,53.0,216,3.0
ID0750,2016-01-13,15:14:00,Becky,Television,Y,Y,73.0,94,3.0
ID0747,2016-01-13,14:48:00,Dan,Fridge,Y,Y,89.0,192,3.0
ID0748,2016-01-13,14:48:00,Becky,Toaster,Y,Y,84.0,192,5.0
ID0745,2016-01-13,14:26:00,Martha,Fridge,Y,N,112.0,40,3.0
ID0746,2016-01-13,14:26:00,Jim,Air Conditioner,Y,Y,61.0,263,3.0
ID0743,2016-01-13,14:02:00,Joe,Toaster,Y,Y,69.0,228,5.0
ID0744,2016-01-13,14:02:00,Dan,Fridge,Y,Y,58.0,392,4.0
ID0741,2016-01-13,12:40:00,Jim,Washing Machine,Y,Y,96.0,67,5.0
ID0742,2016-01-13,12:40:00,Becky,Television,N,N,64.0,220,0.0
ID0739,2016-01-13,12:37:00,Diane,Toaster,Y,Y,77.0,124,3.0
ID0740,2016-01-13,12:37:00,Dan,Television,Y,Y,33.0,381,3.0
ID0737,2016-01-13,12:31:00,Martha,Washing Machine,Y,Y,33.0,52,3.0
ID0738,2016-01-13,12:31:00,Joe,Toaster,Y,Y,124.0,54,4.0
ID0735,2016-01-13,11:54:00,Greg,Fridge,N,N,67.0,228,0.0
ID0736,2016-01-13,11:54:00,Joe,Television,Y,Y,70.0,339,1.0
ID0733,2016-01-13,11:45:00,Stewart,Washing Machine,Y,N,79.0,298,3.0
ID0734,2016-01-13,11:45:00,Becky,Toaster,Y,Y,70.0,91,3.0
ID0731,2016-01-13,11:09:00,Martha,Television,N,N,71.0,226,0.0
ID0732,2016-01-13,11:09:00,Jim,Air Conditioner,Y,Y,104.0,204,5.0
ID0729,2016-01-13,11:06:00,Diane,Toaster,N,N,64.0,221,0.0
ID0730,2016-01-13,11:06:00,Becky,Television,Y,Y,110.0,283,4.0
ID0727,2016-01-13,10:37:00,Dan,Television,Y,Y,88.0,250,4.0
ID0728,2016-01-13,10:37:00,Dan,Fridge,Y,Y,97.0,52,3.0
ID0725,2016-01-13,09:56:00,Jim,Washing Machine,Y,Y,40.0,204,2.0
ID0726,2016-01-13,09:56:00,Joe,Television,Y,N,50.0,113,5.0
ID0723,2016-01-13,09:46:00,Stewart,Washing Machine,Y,N,37.0,162,5.0
ID0724,2016-01-13,09:46:00,Diane,Washing Machine,Y,Y,112.0,417,2.0
ID0721,2016-01-13,09:44:00,Becky,Air Conditioner,N,N,64.0,220,0.0
ID0722,2016-01-13,09:44:00,Becky,Fridge,Y,Y,62.0,145,3.0
ID0719,2016-01-13,09:21:00,Joe,Fridge,Y,Y,21.0,385,5.0
ID0720,2016-01-13,09:21:00,Jim,Air Conditioner,Y,Y,122.0,288,4.0
ID0717,2016-01-12,18:00:00,Jim,Television,Y,Y,71.0,120,3.0
ID0718,2016-01-12,18:00:00,Greg,Television,N,N,67.0,228,0.0
ID0715,2016-01-12,17:06:00,Jim,Fridge,Y,Y,79.0,261,4.0
ID0716,2016-01-12,17:06:00,Becky,Washing Machine,Y,Y,44.0,416,1.0
ID0713,2016-01-12,16:52:00,Dan,Toaster,Y,Y,42.0,55,1.0
ID0714,2016-01-12,16:52:00,Joe,Fridge,Y,Y,30.0,235,4.0
ID0711,2016-01-12,16:50:00,Dan,Air Conditioner,Y,N,40.0,273,3.0
ID0712,2016-01-12,16:50:00,Stewart,Toaster,Y,Y,119.0,155,4.0
ID0709,2016-01-12,16:49:00,Joe,Washing Machine,Y,Y,124.0,326,4.0
ID0710,2016-01-12,16:49:00,Martha,Toaster,Y,Y,68.0,277,3.0
ID0707,2016-01-12,16:46:00,Jim,Toaster,Y,Y,55.0,308,4.0
ID0708,2016-01-12,16:46:00,Stewart,Fridge,N,N,66.0,219,0.0
ID0705,2016-01-12,16:45:00,Joe,Air Conditioner,Y,Y,111.0,156,3.0
ID0706,2016-01-12,16:45:00,Becky,Air Conditioner,N,N,64.0,220,0.0
ID0703,2016-01-12,16:12:00,Diane,Fridge,Y,Y,91.0,100,3.0
ID0704,2016-01-12,16:12:00,Dan,Television,Y,N,104.0,104,3.0
ID0701,2016-01-12,15:51:00,Dan,Washing Machine,Y,Y,52.0,176,5.0
ID0702,2016-01-12,15:51:00,Dan,Washing Machine,Y,Y,77.0,51,3.0
ID0699,2016-01-12,15:47:00,Martha,Air Conditioner,Y,Y,54.0,174,3.0
ID0700,2016-01-12,15:47:00,Diane,Television,Y,Y,24.0,385,4.0
ID0697,2016-01-12,15:23:00,Martha,Toaster,Y,Y,96.0,227,5.0
ID0698,2016-01-12,15:23:00,Greg,Television,Y,N,116.0,255,5.0
ID0695,2016-01-12,15:08:00,Jim,Washing Machine,Y,N,100.0,57,4.0
ID0696,2016-01-12,15:08:00,Greg,Television,Y,Y,107.0,388,4.0
ID0693,2016-01-12,14:51:00,Greg,Fridge,Y,Y,79.0,48,4.0
ID0694,2016-01-12,14:51:00,Jim,Toaster,Y,N,42.0,208,3.0
ID0691,2016-01-12,14:12:00,Joe,Air Conditioner,Y,Y,105.0,181,2.0
ID0692,2016-01-12,14:12:00,Diane,Air Conditioner,N,N,64.0,221,0.0
ID0689,2016-01-12,13:42:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID0690,2016-01-12,13:42:00,Martha,Fridge,N,N,71.0,226,0.0
ID0687,2016-01-12,13:37:00,Diane,Toaster,Y,Y,110.0,286,3.0
ID0688,2016-01-12,13:37:00,Becky,Washing Machine,Y,Y,43.0,290,2.0
ID0685,2016-01-12,13:30:00,Greg,Air Conditioner,Y,Y,57.0,212,2.0
ID0686,2016-01-12,13:30:00,Stewart,Washing Machine,Y,Y,86.0,154,3.0
ID0683,2016-01-12,13:03:00,Becky,Television,Y,Y,43.0,200,4.0
ID0684,2016-01-12,13:03:00,Stewart,Air Conditioner,Y,Y,26.0,388,1.0
ID0681,2016-01-12,12:04:00,Joe,Fridge,Y,Y,114.0,330,3.0
ID0682,2016-01-12,12:04:00,Greg,Washing Machine,Y,Y,15.0,420,2.0
ID0679,2016-01-12,11:41:00,Diane,Washing Machine,N,N,64.0,221,0.0
ID0680,2016-01-12,11:41:00,Greg,Washing Machine,Y,Y,79.0,205,4.0
ID0677,2016-01-12,11:06:00,Jim,Toaster,Y,Y,81.0,330,3.0
ID0678,2016-01-12,11:06:00,Stewart,Washing Machine,Y,Y,76.0,142,4.0
ID0675,2016-01-12,10:49:00,Dan,Fridge,Y,Y,30.0,166,4.0
ID0676,2016-01-12,10:49:00,Stewart,Toaster,N,N,66.0,219,0.0
ID0673,2016-01-12,10:48:00,Jim,Washing Machine,Y,Y,77.0,268,5.0
ID0674,2016-01-12,10:48:00,Jim,Toaster,N,N,67.0,231,0.0
ID0671,2016-01-12,10:39:00,Diane,Toaster,Y,N,41.0,347,5.0
ID0672,2016-01-12,10:39:00,Martha,Washing Machine,Y,Y,87.0,340,5.0
ID0669,2016-01-12,10:16:00,Diane,Fridge,N,N,64.0,221,0.0
ID0670,2016-01-12,10:16:00,Jim,Toaster,Y,Y,29.0,363,1.0
ID0667,2016-01-12,10:12:00,Becky,Toaster,Y,Y,13.0,141,4.0
ID0668,2016-01-12,10:12:00,Martha,Washing Machine,Y,Y,60.0,260,4.0
ID0665,2016-01-12,09:57:00,Jim,Toaster,Y,Y,22.0,278,3.0
ID0666,2016-01-12,09:57:00,Becky,Washing Machine,Y,Y,119.0,411,5.0
ID0663,2016-01-12,09:51:00,Dan,Air Conditioner,Y,Y,94.0,56,4.0
ID0664,2016-01-12,09:51:00,Greg,Television,Y,Y,85.0,314,5.0
ID0661,2016-01-11,17:49:00,Becky,Washing Machine,Y,Y,45.0,80,4.0
ID0662,2016-01-11,17:49:00,Becky,Toaster,Y,Y,40.0,121,5.0
ID0659,2016-01-11,17:48:00,Becky,Toaster,Y,Y,121.0,81,5.0
ID0660,2016-01-11,17:48:00,Stewart,Fridge,Y,Y,61.0,71,3.0
ID0655,2016-01-11,17:41:00,Stewart,Washing Machine,Y,Y,69.0,32,4.0
ID0656,2016-01-11,17:41:00,Stewart,Toaster,Y,Y,46.0,53,1.0
ID0657,2016-01-11,17:41:00,Martha,Toaster,Y,Y,24.0,361,5.0
ID0658,2016-01-11,17:41:00,Stewart,Television,Y,Y,101.0,285,2.0
ID0653,2016-01-11,17:22:00,Jim,Fridge,Y,Y,42.0,218,2.0
ID0654,2016-01-11,17:22:00,Stewart,Toaster,Y,Y,21.0,286,5.0
ID0651,2016-01-11,17:06:00,Jim,Fridge,Y,Y,59.0,270,3.0
ID0652,2016-01-11,17:06:00,Greg,Television,Y,Y,44.0,302,1.0
ID0649,2016-01-11,16:43:00,Diane,Toaster,N,N,64.0,221,0.0
ID0650,2016-01-11,16:43:00,Dan,Television,Y,Y,124.0,49,5.0
ID0647,2016-01-11,16:17:00,Stewart,Washing Machine,Y,N,58.0,194,3.0
ID0648,2016-01-11,16:17:00,Stewart,Air Conditioner,Y,Y,92.0,147,2.0
ID0645,2016-01-11,15:59:00,Jim,Air Conditioner,Y,Y,53.0,277,1.0
ID0646,2016-01-11,15:59:00,Diane,Television,Y,Y,40.0,176,5.0
ID0643,2016-01-11,15:37:00,Jim,Toaster,Y,Y,32.0,181,2.0
ID0644,2016-01-11,15:37:00,Joe,Fridge,N,N,71.0,226,0.0
ID0641,2016-01-11,15:12:00,Greg,Air Conditioner,Y,Y,103.0,385,4.0
ID0642,2016-01-11,15:12:00,Becky,Washing Machine,N,N,64.0,220,0.0
ID0639,2016-01-11,14:57:00,Jim,Air Conditioner,Y,Y,120.0,201,2.0
ID0640,2016-01-11,14:57:00,Stewart,Fridge,Y,Y,61.0,266,2.0
ID0637,2016-01-11,14:32:00,Martha,Fridge,Y,Y,60.0,59,3.0
ID0638,2016-01-11,14:32:00,Diane,Television,N,N,64.0,221,0.0
ID0635,2016-01-11,14:28:00,Stewart,Television,Y,Y,44.0,39,4.0
ID0636,2016-01-11,14:28:00,Martha,Washing Machine,Y,Y,48.0,281,3.0
ID0633,2016-01-11,14:26:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID0634,2016-01-11,14:26:00,Joe,Washing Machine,N,N,71.0,226,0.0
ID0631,2016-01-11,14:24:00,Stewart,Television,Y,N,47.0,275,1.0
ID0632,2016-01-11,14:24:00,Diane,Fridge,N,N,64.0,221,0.0
ID0629,2016-01-11,14:19:00,Joe,Fridge,Y,Y,33.0,298,3.0
ID0630,2016-01-11,14:19:00,Stewart,Fridge,Y,Y,122.0,119,1.0
ID0627,2016-01-11,14:13:00,Martha,Air Conditioner,N,N,71.0,226,0.0
ID0628,2016-01-11,14:13:00,Becky,Toaster,Y,N,62.0,239,4.0
ID0625,2016-01-11,14:09:00,Joe,Fridge,Y,Y,92.0,319,3.0
ID0626,2016-01-11,14:09:00,Greg,Air Conditioner,N,N,67.0,228,0.0
ID0623,2016-01-11,13:55:00,Greg,Television,Y,Y,15.0,370,4.0
ID0624,2016-01-11,13:55:00,Diane,Television,Y,Y,76.0,235,4.0
ID0621,2016-01-11,13:19:00,Stewart,Television,Y,Y,22.0,327,5.0
ID0622,2016-01-11,13:19:00,Greg,Air Conditioner,Y,Y,21.0,118,2.0
ID0619,2016-01-11,12:57:00,Dan,Toaster,Y,Y,75.0,250,3.0
ID0620,2016-01-11,12:57:00,Stewart,Washing Machine,Y,N,123.0,170,3.0
ID0615,2016-01-11,12:43:00,Jim,Washing Machine,Y,Y,15.0,45,5.0
ID0616,2016-01-11,12:43:00,Greg,Washing Machine,Y,Y,42.0,368,2.0
ID0617,2016-01-11,12:43:00,Jim,Toaster,N,N,67.0,231,0.0
ID0618,2016-01-11,12:43:00,Martha,Toaster,Y,Y,32.0,341,3.0
ID0613,2016-01-11,12:24:00,Stewart,Fridge,Y,Y,82.0,411,3.0
ID0614,2016-01-11,12:24:00,Dan,Television,Y,Y,13.0,129,5.0
ID0611,2016-01-11,12:20:00,Diane,Toaster,Y,Y,16.0,382,4.0
ID0612,2016-01-11,12:20:00,Martha,Washing Machine,Y,Y,64.0,160,4.0
ID0609,2016-01-11,12:10:00,Jim,Television,Y,Y,105.0,398,1.0
ID0610,2016-01-11,12:10:00,Diane,Toaster,Y,Y,25.0,53,3.0
ID0607,2016-01-11,11:47:00,Stewart,Television,Y,Y,116.0,236,3.0
ID0608,2016-01-11,11:47:00,Dan,Toaster,Y,Y,20.0,33,3.0
ID0605,2016-01-11,11:36:00,Becky,Air Conditioner,Y,Y,34.0,271,3.0
ID0606,2016-01-11,11:36:00,Stewart,Toaster,N,N,66.0,219,0.0
ID0603,2016-01-11,11:29:00,Stewart,Fridge,N,N,66.0,219,0.0
ID0604,2016-01-11,11:29:00,Becky,Air Conditioner,Y,N,75.0,213,4.0
ID0601,2016-01-11,11:28:00,Greg,Washing Machine,Y,Y,79.0,324,3.0
ID0602,2016-01-11,11:28:00,Dan,Washing Machine,Y,Y,124.0,238,5.0
ID0599,2016-01-11,11:05:00,Martha,Fridge,N,N,71.0,226,0.0
ID0600,2016-01-11,11:05:00,Becky,Washing Machine,Y,Y,73.0,45,3.0
ID0597,2016-01-11,10:32:00,Greg,Washing Machine,Y,Y,84.0,285,3.0
ID0598,2016-01-11,10:32:00,Martha,Air Conditioner,Y,Y,50.0,366,4.0
ID0595,2016-01-11,10:26:00,Martha,Toaster,Y,Y,77.0,337,3.0
ID0596,2016-01-11,10:26:00,Joe,Television,Y,Y,82.0,401,3.0
ID0593,2016-01-11,10:20:00,Martha,Television,Y,Y,106.0,219,4.0
ID0594,2016-01-11,10:20:00,Diane,Toaster,Y,Y,70.0,87,5.0
ID0591,2016-01-11,10:13:00,Diane,Toaster,Y,Y,47.0,152,3.0
ID0592,2016-01-11,10:13:00,Dan,Air Conditioner,Y,Y,88.0,274,3.0
ID0589,2016-01-11,10:04:00,Diane,Fridge,Y,Y,22.0,342,3.0
ID0590,2016-01-11,10:04:00,Stewart,Air Conditioner,Y,Y,31.0,320,3.0
ID0587,2016-01-11,09:48:00,Dan,Television,N,N,67.0,237,0.0
ID0588,2016-01-11,09:48:00,Joe,Television,Y,Y,30.0,271,3.0
ID0583,2016-01-11,09:38:00,Diane,Fridge,Y,Y,81.0,261,5.0
ID0584,2016-01-11,09:38:00,Greg,Toaster,Y,Y,116.0,129,4.0
ID0585,2016-01-11,09:38:00,Diane,Toaster,N,N,64.0,221,0.0
ID0586,2016-01-11,09:38:00,Joe,Television,Y,Y,63.0,249,3.0
ID0581,2016-01-11,09:37:00,Stewart,Television,Y,Y,84.0,145,4.0
ID0582,2016-01-11,09:37:00,Stewart,Fridge,N,N,66.0,219,0.0
ID0579,2016-01-11,09:30:00,Martha,Television,Y,Y,92.0,121,3.0
ID0580,2016-01-11,09:30:00,Becky,Toaster,Y,Y,110.0,332,2.0
ID0577,2016-01-10,17:48:00,Diane,Washing Machine,Y,Y,47.0,58,3.0
ID0578,2016-01-10,17:48:00,Greg,Air Conditioner,Y,N,124.0,406,5.0
ID0575,2016-01-10,17:39:00,Greg,Toaster,Y,Y,69.0,47,3.0
ID0576,2016-01-10,17:39:00,Jim,Washing Machine,Y,N,122.0,168,1.0
ID0573,2016-01-10,17:35:00,Dan,Television,Y,Y,10.0,298,3.0
ID0574,2016-01-10,17:35:00,Greg,Air Conditioner,Y,Y,110.0,254,3.0
ID0571,2016-01-10,17:31:00,Stewart,Washing Machine,Y,Y,50.0,161,2.0
ID0572,2016-01-10,17:31:00,Martha,Fridge,Y,N,15.0,183,1.0
ID0569,2016-01-10,17:25:00,Becky,Television,Y,Y,79.0,150,3.0
ID0570,2016-01-10,17:25:00,Martha,Air Conditioner,Y,Y,120.0,129,1.0
ID0567,2016-01-10,17:24:00,Diane,Toaster,Y,Y,55.0,254,4.0
ID0568,2016-01-10,17:24:00,Stewart,Air Conditioner,N,N,66.0,219,0.0
ID0565,2016-01-10,16:58:00,Becky,Television,Y,Y,121.0,64,3.0
ID0566,2016-01-10,16:58:00,Joe,Air Conditioner,Y,Y,117.0,171,4.0
ID0563,2016-01-10,16:42:00,Diane,Washing Machine,N,N,64.0,221,0.0
ID0564,2016-01-10,16:42:00,Becky,Toaster,Y,Y,81.0,396,4.0
ID0559,2016-01-10,16:37:00,Joe,Toaster,Y,Y,102.0,38,5.0
ID0560,2016-01-10,16:37:00,Joe,Toaster,Y,Y,74.0,416,5.0
ID0561,2016-01-10,16:37:00,Greg,Toaster,Y,Y,28.0,89,1.0
ID0562,2016-01-10,16:37:00,Joe,Washing Machine,Y,Y,64.0,153,4.0
ID0557,2016-01-10,16:00:00,Stewart,Washing Machine,Y,Y,99.0,164,5.0
ID0558,2016-01-10,16:00:00,Becky,Air Conditioner,Y,Y,103.0,176,4.0
ID0555,2016-01-10,15:56:00,Diane,Toaster,Y,Y,48.0,66,4.0
ID0556,2016-01-10,15:56:00,Joe,Washing Machine,Y,Y,112.0,134,1.0
ID0553,2016-01-10,14:58:00,Joe,Washing Machine,Y,Y,118.0,200,3.0
ID0554,2016-01-10,14:58:00,Martha,Fridge,Y,Y,87.0,258,4.0
ID0551,2016-01-10,14:32:00,Joe,Fridge,Y,Y,117.0,376,5.0
ID0552,2016-01-10,14:32:00,Joe,Washing Machine,Y,Y,61.0,301,3.0
ID0549,2016-01-10,14:25:00,Diane,Fridge,Y,Y,74.0,394,3.0
ID0550,2016-01-10,14:25:00,Jim,Television,Y,Y,71.0,245,1.0
ID0547,2016-01-10,14:16:00,Dan,Television,Y,Y,43.0,402,3.0
ID0548,2016-01-10,14:16:00,Stewart,Air Conditioner,Y,Y,19.0,38,3.0
ID0545,2016-01-10,14:09:00,Joe,Toaster,N,N,71.0,226,0.0
ID0546,2016-01-10,14:09:00,Jim,Toaster,Y,Y,10.0,272,2.0
ID0543,2016-01-10,13:52:00,Joe,Toaster,Y,Y,28.0,367,5.0
ID0544,2016-01-10,13:52:00,Joe,Fridge,Y,Y,36.0,88,3.0
ID0541,2016-01-10,13:48:00,Becky,Air Conditioner,Y,Y,24.0,269,4.0
ID0542,2016-01-10,13:48:00,Jim,Television,Y,Y,78.0,374,4.0
ID0539,2016-01-10,13:13:00,Becky,Washing Machine,Y,Y,100.0,41,4.0
ID0540,2016-01-10,13:13:00,Dan,Television,Y,Y,43.0,413,3.0
ID0537,2016-01-10,12:56:00,Greg,Washing Machine,Y,Y,29.0,76,3.0
ID0538,2016-01-10,12:56:00,Martha,Fridge,Y,Y,123.0,375,3.0
ID0535,2016-01-10,12:33:00,Dan,Air Conditioner,Y,Y,51.0,333,3.0
ID0536,2016-01-10,12:33:00,Greg,Air Conditioner,Y,Y,74.0,294,4.0
ID0533,2016-01-10,12:27:00,Diane,Fridge,Y,Y,34.0,232,4.0
ID0534,2016-01-10,12:27:00,Stewart,Television,N,N,66.0,219,0.0
ID0531,2016-01-10,11:47:00,Becky,Fridge,N,N,64.0,220,0.0
ID0532,2016-01-10,11:47:00,Dan,Television,Y,Y,106.0,157,4.0
ID0529,2016-01-10,11:31:00,Stewart,Washing Machine,Y,Y,97.0,353,1.0
ID0530,2016-01-10,11:31:00,Joe,Fridge,Y,Y,51.0,356,3.0
ID0527,2016-01-10,11:29:00,Greg,Television,Y,Y,12.0,133,3.0
ID0528,2016-01-10,11:29:00,Greg,Toaster,Y,Y,88.0,206,4.0
ID0525,2016-01-10,11:18:00,Dan,Television,Y,Y,98.0,143,4.0
ID0526,2016-01-10,11:18:00,Jim,Washing Machine,Y,Y,84.0,257,4.0
ID0523,2016-01-10,11:11:00,Dan,Air Conditioner,Y,Y,46.0,392,4.0
ID0524,2016-01-10,11:11:00,Martha,Television,Y,N,47.0,87,4.0
ID0521,2016-01-10,10:35:00,Jim,Television,Y,Y,12.0,394,4.0
ID0522,2016-01-10,10:35:00,Diane,Fridge,Y,Y,102.0,158,4.0
ID0519,2016-01-10,10:06:00,Jim,Television,Y,Y,64.0,263,5.0
ID0520,2016-01-10,10:06:00,Martha,Television,Y,Y,117.0,203,3.0
ID0517,2016-01-10,09:08:00,Becky,Fridge,Y,Y,23.0,48,3.0
ID0518,2016-01-10,09:08:00,Diane,Air Conditioner,Y,Y,69.0,233,3.0
ID0515,2016-01-10,09:00:00,Stewart,Toaster,Y,Y,19.0,371,5.0
ID0516,2016-01-10,09:00:00,Martha,Washing Machine,Y,Y,75.0,350,3.0
ID0513,2016-01-09,17:42:00,Dan,Air Conditioner,Y,N,60.0,126,3.0
ID0514,2016-01-09,17:42:00,Jim,Toaster,Y,Y,116.0,278,4.0
ID0511,2016-01-09,17:32:00,Greg,Toaster,Y,Y,107.0,65,5.0
ID0512,2016-01-09,17:32:00,Martha,Television,Y,Y,116.0,211,4.0
ID0509,2016-01-09,17:28:00,Greg,Air Conditioner,N,N,67.0,228,0.0
ID0510,2016-01-09,17:28:00,Dan,Air Conditioner,N,N,67.0,237,0.0
ID0507,2016-01-09,17:24:00,Stewart,Television,Y,Y,121.0,200,4.0
ID0508,2016-01-09,17:24:00,Becky,Television,Y,Y,42.0,418,2.0
ID0505,2016-01-09,17:22:00,Joe,Toaster,Y,Y,35.0,286,4.0
ID0506,2016-01-09,17:22:00,Jim,Washing Machine,Y,Y,27.0,163,3.0
ID0503,2016-01-09,17:21:00,Greg,Television,Y,N,50.0,257,3.0
ID0504,2016-01-09,17:21:00,Jim,Fridge,N,N,67.0,231,0.0
ID0501,2016-01-09,17:05:00,Diane,Toaster,Y,Y,119.0,50,4.0
ID0502,2016-01-09,17:05:00,Dan,Toaster,Y,Y,32.0,174,5.0
ID0499,2016-01-09,16:58:00,Stewart,Television,N,N,66.0,219,0.0
ID0500,2016-01-09,16:58:00,Martha,Washing Machine,N,N,71.0,226,0.0
ID0497,2016-01-09,15:43:00,Joe,Air Conditioner,N,N,71.0,226,0.0
ID0498,2016-01-09,15:43:00,Martha,Fridge,Y,Y,43.0,63,5.0
ID0495,2016-01-09,14:51:00,Martha,Toaster,Y,Y,23.0,203,1.0
ID0496,2016-01-09,14:51:00,Stewart,Fridge,Y,Y,28.0,380,3.0
ID0493,2016-01-09,14:19:00,Diane,Television,Y,Y,44.0,174,3.0
ID0494,2016-01-09,14:19:00,Joe,Fridge,Y,Y,98.0,103,1.0
ID0491,2016-01-09,14:12:00,Joe,Toaster,Y,Y,34.0,310,4.0
ID0492,2016-01-09,14:12:00,Stewart,Air Conditioner,Y,Y,78.0,205,1.0
ID0489,2016-01-09,13:59:00,Joe,Toaster,Y,Y,105.0,80,1.0
ID0490,2016-01-09,13:59:00,Joe,Washing Machine,Y,Y,21.0,98,4.0
ID0487,2016-01-09,13:39:00,Becky,Television,N,N,64.0,220,0.0
ID0488,2016-01-09,13:39:00,Joe,Television,Y,Y,101.0,330,3.0
